"","votemail1a","votemail1b","votecount","vote20jb"
"1236",3,77,3,1
"1237",3,77,4,1
"1238",2,77,3,2
"1239",2,77,4,2
"1240",4,77,2,1
"1241",2,77,4,1
"1242",4,77,2,2
"1243",5,77,4,4
"1244",2,77,3,3
"1245",5,77,2,1
"1246",2,77,3,3
"1247",1,77,3,3
"1248",1,77,5,2
"1249",1,77,4,2
"1250",1,77,4,1
"1251",2,77,2,2
"1252",7,77,3,1
"1253",1,77,5,1
"1254",7,77,2,1
"1255",7,77,4,1
"1256",1,77,5,2
"1257",4,77,5,1
"1258",2,77,3,2
"1259",1,77,4,2
"1260",1,77,4,2
"1261",6,77,4,1
"1262",1,77,3,2
"1263",2,77,4,3
"1264",1,77,4,1
"1265",1,77,3,2
"1266",5,77,3,3
"1267",1,77,5,1
"1268",1,77,5,2
"1269",7,77,4,1
"1270",2,77,4,2
"1271",2,77,4,2
"1272",1,77,1,1
"1273",3,77,1,4
"1274",7,77,2,1
"1275",2,77,2,2
"1276",2,77,4,1
"1277",1,77,5,1
"1278",7,77,3,1
"1279",1,77,1,1
"1280",7,77,2,1
"1281",1,77,5,1
"1282",4,77,3,2
"1283",2,77,3,3
"1284",2,77,3,1
"1285",4,77,4,3
"1286",4,77,1,1
"1287",1,77,2,2
"1288",1,77,5,2
"1289",4,77,5,2
"1290",1,77,4,1
"1291",7,77,3,1
"1292",2,77,4,1
"1293",7,77,4,1
"1294",1,77,5,2
"1295",1,77,3,2
"1296",1,77,4,2
"1297",7,77,1,3
"1298",1,77,2,1
"1299",3,77,4,2
"1300",7,77,4,1
"1301",3,77,3,1
"1302",2,77,2,2
"1303",5,77,3,1
"1304",6,77,3,2
"1305",1,77,4,2
"1306",1,77,4,2
"1307",1,77,4,2
"1308",5,77,3,2
"1309",1,77,5,1
"1310",1,77,5,2
"1311",7,77,3,1
"1312",2,77,1,3
"1313",1,77,4,2
"1314",1,77,3,2
"1315",1,77,4,1
"1316",6,77,5,2
"1317",1,77,3,2
"1318",1,77,4,1
"1319",1,77,4,2
"1320",1,77,5,4
"1321",1,77,4,2
"1322",2,77,1,2
"1323",1,77,4,2
"1324",1,77,4,1
"1325",1,77,3,1
"1326",6,77,3,1
"1327",5,77,2,1
"1328",2,77,4,2
"1329",4,77,1,4
"1330",1,77,2,3
"1331",2,77,2,4
"1332",3,77,3,4
"1333",4,77,3,1
"1334",1,77,3,2
"1335",2,77,4,2
"1336",2,77,2,2
"1337",6,77,3,1
"1338",6,77,3,1
"1339",1,77,4,2
"1340",1,77,3,2
"1341",7,77,3,1
"1342",4,77,3,4
"1343",3,77,5,3
"1344",4,77,4,2
"1345",2,77,2,2
"1346",7,77,3,1
"1347",4,77,3,4
"1348",1,77,4,2
"1349",1,77,3,2
"1350",1,77,4,2
"1351",3,77,4,2
"1352",2,77,4,2
"1353",3,77,4,1
"1354",4,77,4,2
"1355",4,77,1,4
"1356",3,77,2,1
"1357",1,77,4,2
"1358",4,77,3,1
"1359",1,77,4,1
"1360",4,77,3,1
"1361",6,77,4,2
"1362",5,77,2,2
"1363",7,77,2,4
"1364",1,77,4,2
"1365",7,77,2,1
"1366",3,77,3,2
"1367",1,77,4,2
"1368",2,77,2,2
"1369",5,77,3,1
"1370",4,77,4,1
"1371",1,77,3,2
"1372",1,77,2,2
"1373",7,77,2,1
"1374",3,77,3,2
"1375",7,77,1,1
"1376",4,77,3,1
"1377",1,77,4,3
"1378",1,77,5,2
"1379",1,77,4,1
"1380",7,77,2,1
"1381",4,77,4,1
"1382",4,77,4,1
"1383",1,77,2,2
"1384",2,77,3,2
"1385",7,77,1,1
"1386",3,77,5,2
"1387",4,77,3,1
"1388",2,77,4,1
"1389",1,77,3,3
"1390",1,77,3,3
"1391",3,77,3,2
"1392",1,77,5,2
"1393",1,77,4,2
"1394",2,77,4,2
"1395",3,77,3,1
"1396",3,77,3,1
"1397",7,77,2,1
"1398",1,77,4,2
"1399",7,77,4,1
"1400",2,77,4,2
"1401",2,77,4,1
"1402",1,77,4,2
"1403",1,77,4,2
"1404",7,77,2,1
"1405",4,77,4,1
"1406",7,77,4,2
"1407",4,77,3,4
"1408",1,77,3,2
"1409",4,77,1,4
"1410",2,77,4,2
"1411",7,77,5,1
"1412",5,77,4,1
"1413",4,77,4,1
"1414",1,77,4,2
"1415",2,77,3,2
"1416",3,77,2,2
"1417",3,77,2,2
"1418",1,77,3,1
"1419",7,77,4,1
"1420",2,77,3,2
"1421",2,77,4,2
"1422",4,77,3,1
"1423",2,77,3,2
"1424",7,77,4,1
"1425",2,77,3,2
"1426",4,77,3,2
"1427",4,77,3,1
"1428",2,77,3,1
"1429",7,77,1,2
"1430",1,77,3,1
"1431",3,77,2,3
"1432",1,77,3,2
"1433",1,77,3,2
"1434",5,77,1,1
"1435",7,77,1,2
"1436",1,77,3,2
"1437",7,77,4,1
"1438",4,77,3,1
"1439",1,77,5,1
"1440",2,77,3,2
"1441",4,77,4,1
"1442",6,77,4,1
"1443",7,77,1,2
"1444",1,77,4,2
"1445",2,77,4,1
"1446",2,77,4,2
"1447",2,77,3,2
"1448",7,77,2,1
"1449",4,77,2,1
"1450",2,77,3,1
"1451",5,77,4,1
"1452",4,77,4,2
"1453",7,77,2,1
"1454",6,77,1,2
"1455",2,77,2,2
"1456",4,77,3,1
"1457",3,77,4,2
"1458",6,77,3,3
"1459",1,77,5,2
"1460",1,77,5,2
"1461",1,77,1,2
"1462",1,77,5,4
"1463",3,77,3,1
"1464",2,77,5,1
"1465",1,77,5,1
"1466",6,77,4,2
"1467",2,77,3,4
"1468",7,77,1,1
"1469",3,77,3,2
"1470",1,77,3,1
"1471",4,77,3,2
"1472",1,77,4,2
"1473",6,77,3,4
"1474",1,77,4,2
"1475",2,77,4,2
"1476",6,77,3,1
"1477",3,77,5,1
"1478",2,77,4,1
"1479",3,77,4,2
"1480",2,77,2,2
"1481",7,77,3,1
"1482",2,77,5,1
"1483",4,77,2,4
"1484",4,77,4,2
"1485",1,77,4,1
"1486",4,77,3,2
"1487",1,77,5,1
"1488",4,77,3,1
"1489",4,77,1,4
"1490",1,77,5,1
"1491",7,77,4,1
"1492",1,77,5,2
"1493",2,77,3,2
"1494",1,77,5,3
"1495",7,77,5,4
"1496",4,77,3,2
"1497",1,77,1,2
"1498",1,77,4,4
"1499",88,6,3,1
"1500",88,1,2,1
"1501",88,3,3,1
"1502",88,4,3,1
"1503",88,1,4,2
"1504",88,5,2,1
"1505",88,3,2,1
"1506",88,2,4,1
"1507",88,4,4,1
"1508",88,1,5,1
"1509",88,1,4,1
"1510",88,4,3,3
"1511",88,1,4,2
"1512",88,7,1,4
"1513",88,1,5,1
"1514",88,1,5,2
"1515",88,1,4,1
"1516",88,1,4,2
"1517",88,2,3,4
"1518",88,1,5,2
"1519",88,3,4,1
"1520",88,7,5,2
"1521",88,3,4,1
"1522",88,2,5,1
"1523",88,2,5,2
"1524",88,4,3,1
"1525",88,2,3,2
"1526",88,5,3,3
"1527",88,1,5,2
"1528",88,1,1,4
"1529",88,7,4,1
"1530",88,2,4,2
"1531",88,1,5,4
"1532",88,7,1,1
"1533",88,5,3,2
"1534",88,4,3,2
"1535",88,7,3,1
"1536",88,4,3,4
"1537",88,1,4,1
"1538",88,4,5,4
"1539",88,7,2,1
"1540",88,4,3,1
"1541",88,7,4,2
"1542",88,2,4,2
"1543",88,4,3,4
"1544",88,3,4,2
"1545",88,1,4,2
"1546",88,4,3,3
"1547",88,7,2,1
"1548",88,2,4,1
"1549",88,2,2,2
"1550",88,7,3,1
"1551",88,7,3,1
"1552",88,7,4,1
"1553",88,2,4,1
"1554",88,4,3,4
"1555",88,1,5,2
"1556",88,2,4,2
"1557",88,3,3,1
"1558",88,4,4,3
"1559",88,4,1,4
"1560",88,2,5,1
"1561",88,3,4,2
"1562",88,2,4,2
"1563",88,6,4,1
"1564",88,4,2,1
"1565",88,2,5,1
"1566",88,2,3,3
"1567",88,1,5,1
"1568",88,3,2,1
"1569",88,7,3,1
"1570",88,2,4,3
"1571",88,3,4,4
"1572",88,3,3,1
"1573",88,7,3,1
"1574",88,3,4,2
"1575",88,4,4,2
"1576",88,1,5,2
"1577",88,5,1,3
"1578",88,2,3,2
"1579",88,4,3,4
"1580",88,1,3,2
"1581",88,1,5,4
"1582",88,1,4,1
"1583",88,7,3,1
"1584",88,1,5,1
"1585",88,3,3,2
"1586",88,7,3,2
"1587",88,1,5,1
"1588",88,6,3,3
"1589",88,3,4,4
"1590",88,7,5,1
"1591",88,3,4,1
"1592",88,3,1,2
"1593",88,1,4,2
"1594",88,1,5,1
"1595",88,2,4,1
"1596",88,1,4,2
"1597",88,7,1,1
"1598",88,3,4,3
"1599",88,1,4,2
"1600",88,2,3,2
"1601",88,4,3,1
"1602",88,4,3,4
"1603",88,7,4,1
"1604",88,4,4,2
"1605",88,4,1,1
"1606",88,4,5,1
"1607",88,1,3,2
"1608",88,1,4,4
"1609",88,4,3,1
"1610",88,1,5,1
"1611",88,1,3,2
"1612",88,4,4,2
"1613",88,1,2,2
"1614",88,4,3,1
"1615",88,1,1,4
"1616",88,1,5,1
"1617",88,5,4,1
"1618",88,1,4,2
"1619",88,1,3,2
"1620",88,4,3,2
"1621",88,4,3,1
"1622",88,4,5,2
"1623",88,7,3,2
"1624",88,4,2,1
"1625",88,2,1,2
"1626",88,2,5,2
"1627",88,3,3,1
"1628",88,1,1,2
"1629",88,4,3,2
"1630",88,6,4,2
"1631",88,2,3,2
"1632",88,3,2,3
"1633",88,7,5,1
"1634",88,4,5,2
"1635",88,1,2,2
"1636",88,3,3,1
"1637",88,2,3,2
"1638",88,1,2,3
"1639",88,2,1,2
"1640",88,7,1,1
"1641",88,1,4,2
"1642",88,3,2,3
"1643",88,4,3,2
"1644",88,7,1,1
"1645",88,2,4,2
"1646",88,4,2,2
"1647",88,2,4,3
"1648",88,1,3,1
"1649",88,7,4,1
"1650",88,4,3,1
"1651",88,1,2,2
"1652",88,7,4,4
"1653",88,1,3,2
"1654",88,7,5,1
"1655",88,4,1,4
"1656",88,2,2,2
"1657",88,7,3,1
"1658",88,3,3,2
"1659",88,1,5,1
"1660",88,2,4,1
"1661",88,1,3,2
"1662",88,4,4,4
"1663",88,2,4,1
"1664",88,1,5,2
"1665",88,5,3,1
"1666",88,3,1,3
"1667",88,7,3,1
"1668",88,1,4,2
"1669",88,1,4,1
"1670",88,3,4,2
"1671",88,7,1,4
"1672",88,1,4,2
"1673",88,4,2,4
"1674",88,7,3,1
"1675",88,1,5,1
"1676",88,4,1,4
"1677",88,3,5,1
"1678",88,2,4,3
"1679",88,7,2,1
"1680",88,4,4,1
"1681",88,1,2,3
"1682",88,1,2,1
"1683",88,4,1,2
"1684",88,4,4,1
"1685",88,7,1,1
"1686",88,7,1,4
"1687",88,5,2,2
"1688",88,2,4,2
"1689",88,6,3,2
"1690",88,2,3,3
"1691",88,4,3,1
"1692",88,1,4,1
"1693",88,4,2,1
"1694",88,2,2,2
"1695",88,4,4,1
"1696",88,2,3,1
"1697",88,1,3,2
"1698",88,4,4,2
"1699",88,5,3,1
"1700",88,7,3,1
"1701",88,4,5,1
"1702",88,1,2,3
"1703",88,4,3,4
"1704",88,2,3,2
"1705",88,4,3,1
"1706",88,5,4,2
"1707",88,6,2,1
"1708",88,3,2,4
"1709",88,1,5,1
"1710",88,6,3,1
"1711",88,4,1,4
"1712",88,1,4,1
"1713",88,3,4,2
"1714",88,2,4,2
"1715",88,7,1,1
"1716",88,3,3,2
"1717",88,1,2,2
"1718",88,7,4,1
"1719",88,2,4,2
"1720",88,1,5,2
"1721",88,3,3,2
"1722",88,2,4,1
"1723",88,2,2,3
"1724",88,1,4,1
"1725",88,3,4,2
"1726",88,1,5,1
"1727",88,1,4,2
"1728",88,1,4,2
"1729",88,3,1,3
"1730",88,5,4,2
"1731",88,7,3,1
"1732",88,3,2,2
"1733",88,1,2,2
"1734",88,3,4,2
"1735",88,1,4,1
"1736",88,4,3,2
"1737",88,1,3,2
"1738",88,3,2,2
"1739",88,4,3,2
"1740",88,4,2,2
"1741",88,4,3,2
"1742",88,6,4,2
"1743",88,2,3,2
"1744",88,1,2,2
"1745",88,4,3,3
"1746",88,5,3,1
"1747",88,4,4,2
"1748",88,1,3,2
"1749",88,5,2,1
"1750",88,4,3,1
"1751",88,4,4,2
"1752",88,7,3,1
"1753",88,2,3,2
"1754",88,1,1,3
"1755",88,7,4,2
"1756",88,4,4,3
"1757",88,1,5,1
"1758",88,5,2,1
"1759",88,4,3,1
"1760",88,7,1,4
"1761",88,2,3,2
"1762",88,2,4,1
"1763",88,6,4,1
"1764",88,3,4,1
"1765",88,7,1,1
"1766",88,1,4,2
"1767",88,4,2,2
"1768",88,1,3,2
"1769",88,7,3,1
"1770",88,4,3,2
"1771",88,1,4,2
"1772",88,6,3,1
"1773",88,3,3,3
"1774",88,6,4,1
"1775",88,2,4,2
"1776",88,2,3,2
"1777",88,3,2,2
"1778",88,1,4,2
"1779",88,1,5,2
"1780",88,7,3,1
"1781",88,3,4,1
"1782",88,3,4,3
"1783",88,4,2,4
"1784",88,5,3,2
"1785",88,1,4,2
"1786",88,1,2,2
"1787",88,7,1,3
"1788",88,7,4,1
"1789",88,2,4,1
"1790",88,5,3,1
"1791",88,2,3,2
"1792",88,6,3,1
"1793",88,1,3,2
"1794",88,6,2,2
"1795",88,3,4,3
"1796",88,1,3,2
"1797",88,3,3,1
"1798",88,5,2,1
"1799",88,1,4,1
"1800",88,5,4,1
"1801",88,1,3,1
"1802",88,3,3,1
"1803",88,2,5,1
"1804",88,5,2,1
"1805",88,1,5,2
"1806",88,4,3,2
"1807",88,2,4,2
"1808",88,3,3,2
"1809",88,7,4,1
"1810",88,2,3,2
"1811",88,4,2,1
"1812",88,2,4,2
"1813",88,7,2,1
"1814",88,1,1,4
"1815",88,1,1,3
"1816",88,2,3,2
"1817",88,5,5,1
"1818",88,2,3,2
"1819",88,1,4,4
"1820",88,1,4,3
"1821",88,1,4,3
"1822",88,4,2,4
"1823",88,4,4,1
"1824",88,1,4,2
"1825",88,2,5,1
"1826",88,1,4,2
"1827",88,1,4,3
"1828",88,1,1,3
"1829",88,4,3,3
"1830",88,1,3,2
"1831",88,2,2,1
"1832",88,1,5,2
"1833",88,1,1,4
"1834",88,1,2,2
"1835",88,5,2,2
"1836",88,1,3,2
"1837",88,7,4,1
"1838",88,1,1,2
"1839",88,1,5,2
"1840",88,1,3,2
"1841",88,3,3,2
"1842",88,5,4,1
"1843",88,6,3,1
"1844",88,7,3,1
"1845",88,1,4,3
"1846",88,1,4,2
"1847",88,1,5,1
"1848",88,4,4,2
"1849",88,1,4,1
"1850",88,1,5,2
"1851",88,1,3,4
"1852",88,1,4,2
"1853",88,2,4,2
"1854",88,6,1,1
"1855",88,5,2,2
"1856",88,4,3,2
"1857",88,1,2,2
"1858",88,7,1,1
"1859",88,5,4,2
"1860",88,1,4,2
"1861",88,1,4,2
"1862",88,1,5,2
"1863",88,1,2,1
"1864",88,4,4,2
"1865",88,5,2,2
"1866",88,4,3,2
"1867",88,3,2,2
"1868",88,1,2,4
"1869",88,4,3,2
"1870",88,7,4,1
"1871",88,3,2,3
"1872",88,4,4,1
"1873",88,1,3,3
"1874",88,3,4,4
"1875",88,7,5,1
"1876",88,1,3,1
"1877",88,1,4,1
"1878",88,7,2,1
"1879",88,1,5,1
"1880",88,1,5,2
"1881",88,7,1,4
"1882",88,3,3,2
"1883",88,3,3,1
"1884",88,7,1,1
"1885",88,7,5,1
"1886",88,2,3,2
"1887",88,4,3,2
"1888",88,3,3,1
"1889",88,2,3,1
"1890",88,4,3,1
"1891",88,4,3,3
"1892",88,4,3,1
"1893",88,7,3,1
"1894",88,4,4,3
"1895",88,1,4,2
"1896",88,4,5,4
"1897",88,2,5,1
"1898",88,1,4,1
"1899",88,1,3,2
"1900",88,4,4,3
"1901",88,1,2,3
"1902",88,1,5,3
"1903",88,1,5,1
"1904",88,2,4,3
"1905",88,7,3,1
"1906",88,4,4,2
"1907",88,4,3,3
"1908",88,2,3,3
"1909",88,5,4,1
"1910",88,6,2,1
"1911",88,4,4,3
"1912",88,3,2,1
"1913",88,6,3,1
"1914",88,1,3,2
"1915",88,1,5,4
"1916",88,2,4,1
"1917",88,5,3,1
"1918",88,2,4,2
"1919",88,5,4,1
"1920",88,2,4,2
"1921",88,3,4,2
"1922",88,3,4,2
"1923",88,1,3,2
"1924",88,1,5,2
"1925",88,1,2,1
"1926",88,4,1,4
"1927",88,7,3,1
"1928",88,1,5,1
"1929",88,1,4,1
"1930",88,2,3,2
"1931",88,4,3,1
"1932",88,2,4,3
"1933",88,4,4,2
"1934",88,1,4,2
"1935",88,7,3,1
"1936",88,2,4,1
"1937",88,7,3,4
"1938",88,1,3,1
"1939",88,2,4,2
"1940",88,5,4,1
"1941",88,1,1,2
"1942",88,1,4,2
"1943",88,1,4,1
"1944",88,4,3,1
"1945",88,4,2,2
"1946",88,1,3,2
"1947",88,7,3,1
"1948",88,4,3,1
"1949",88,3,3,2
"1950",88,2,5,1
"1951",88,2,1,2
"1952",88,5,1,4
"1953",88,4,3,2
"1954",88,5,2,2
"1955",88,7,2,2
"1956",88,7,1,1
"1957",88,5,2,2
"1958",88,5,5,1
"1959",88,4,1,1
"1960",88,6,1,2
"1961",88,6,2,1
"1962",88,7,5,3
"1963",88,2,3,3
"1964",88,3,3,1
"1965",88,2,3,4
"1966",88,1,5,2
"1967",88,1,4,4
"1968",88,4,1,2
"1969",88,1,4,1
"1970",88,7,2,2
"1971",88,5,3,1
"1972",88,1,3,2
"1973",88,7,3,1
"1974",88,1,3,1
"1975",88,7,4,1
"1976",88,6,3,1
"1977",88,2,4,3
"1978",88,2,3,2
"1979",88,4,3,2
"1980",88,3,3,1
"1981",88,4,3,1
"1982",88,7,4,4
"1983",88,1,4,2
"1984",88,1,4,2
"1985",88,4,3,3
"1986",88,6,4,1
"1987",88,7,3,1
"1988",88,1,2,2
"1989",88,5,5,1
"1990",88,1,4,1
"1991",88,3,5,2
"1992",88,6,2,3
"1993",88,4,2,3
"1994",88,1,2,2
"1995",88,2,4,2
"1996",88,2,4,2
"1997",88,4,3,3
"1998",88,2,3,1
"1999",88,5,2,2
"2000",88,1,4,2
"2001",88,1,4,1
"2002",88,4,5,2
"2003",88,2,5,1
"2004",88,4,3,1
"2005",88,5,4,2
"2006",88,4,2,4
"2007",88,5,3,1
"2008",88,5,3,1
"2009",88,5,5,2
"2010",88,4,2,2
"2011",88,3,4,1
"2012",88,1,1,2
"2013",88,1,1,2
"2014",88,2,4,1
"2015",88,2,4,2
"2016",88,6,4,1
"2017",88,1,3,1
"2018",88,4,3,1
"2019",88,1,4,2
"2020",88,2,4,2
"2021",88,4,4,2
"2022",88,2,5,2
"2023",88,5,3,3
"2024",88,4,3,3
"2025",88,2,2,2
"2026",88,1,3,2
"2027",88,7,3,1
"2028",88,2,2,2
"2029",88,7,3,1
"2030",88,1,4,2
"2031",88,1,3,2
"2032",88,6,3,1
"2033",88,1,5,2
"2034",88,1,4,2
"2035",88,4,2,1
"2036",88,7,4,2
"2037",88,2,2,2
"2038",88,7,4,1
"2039",88,4,3,2
"2040",88,1,4,3
"2041",88,6,4,1
"2042",88,6,3,1
"2043",88,1,4,1
"2044",88,1,4,2
"2045",88,1,3,2
"2046",88,1,3,2
"2047",88,2,2,2
"2048",88,7,1,2
"2049",88,4,3,2
"2050",88,4,3,4
"2051",88,1,5,2
"2052",88,3,3,2
"2053",88,1,3,2
"2054",88,4,3,4
"2055",88,1,2,2
"2056",88,1,4,4
"2057",88,1,3,2
"2058",88,2,5,2
"2059",88,2,5,2
"2060",88,4,4,2
"2061",88,1,4,1
"2062",88,7,4,1
"2063",88,5,4,2
"2064",88,1,5,3
"2065",88,1,5,3
"2066",88,2,3,1
"2067",88,4,2,1
"2068",88,4,4,2
"2069",88,7,1,1
"2070",88,3,3,2
"2071",88,1,5,1
"2072",88,2,3,2
"2073",88,1,3,1
"2074",88,1,3,2
"2075",88,6,2,4
"2076",88,1,4,2
"2077",88,1,4,1
"2078",88,2,4,2
"2079",88,3,3,2
"2080",88,5,4,1
"2081",88,7,1,1
"2082",88,3,4,2
"2083",88,1,4,2
"2084",88,2,2,3
"2085",88,1,3,2
"2086",88,7,2,1
"2087",88,1,4,2
"2088",88,1,3,2
"2089",88,7,2,1
"2090",88,2,3,3
"2091",88,7,3,1
"2092",88,6,3,2
"2093",88,7,2,1
"2094",88,6,2,2
"2095",88,1,3,2
"2096",88,1,3,2
"2097",88,1,4,1
"2098",88,7,3,1
"2099",88,3,4,1
"2100",88,7,4,1
"2101",88,7,3,1
"2102",88,1,5,2
"2103",88,1,5,1
"2104",88,2,4,2
"2105",88,1,4,4
"2106",88,1,3,2
"2107",88,2,4,3
"2108",88,1,5,2
"2109",88,6,3,1
"2110",88,2,4,2
"2111",88,2,5,2
"2112",88,4,3,2
"2113",88,4,1,4
"2114",88,1,5,1
"2115",88,5,1,1
"2116",88,1,3,3
"2117",88,4,2,1
"2118",88,7,1,4
"2119",88,2,2,2
"2120",88,1,2,4
"2121",88,4,3,2
"2122",88,1,5,2
"2123",88,3,3,2
"2124",88,7,3,1
"2125",88,1,1,2
"2126",88,1,4,1
"2127",88,7,1,1
"2128",88,2,4,2
"2129",88,1,4,2
"2130",88,7,2,1
"2131",88,3,4,3
"2132",88,2,2,3
"2133",88,4,3,2
"2134",88,3,3,2
"2135",88,3,2,2
"2136",88,4,4,2
"2137",88,7,3,1
"2138",88,2,3,2
"2139",88,1,4,2
"2140",88,4,4,2
"2141",88,2,5,1
"2142",88,2,3,1
"2143",88,1,5,2
"2144",88,4,3,4
"2145",88,3,3,1
"2146",88,1,3,2
"2147",88,1,5,1
"2148",88,2,3,2
"2149",88,3,3,1
"2150",88,1,4,2
"2151",88,7,3,1
"2152",88,2,4,4
"2153",88,1,2,2
"2154",88,2,3,3
"2155",88,1,5,2
"2156",88,3,3,1
"2157",88,7,1,1
"2158",88,7,3,1
"2159",88,3,3,4
"2160",88,3,4,1
"2161",88,4,4,1
"2162",88,6,3,1
"2163",88,7,2,1
"2164",88,4,5,3
"2165",88,1,4,1
"2166",88,6,1,2
"2167",88,3,4,1
"2168",88,4,3,3
"2169",88,7,1,2
"2170",88,1,5,3
"2171",88,4,3,2
"2172",88,5,4,2
"2173",88,1,4,2
"2174",88,7,4,1
"2175",88,2,4,2
"2176",88,2,4,2
"2177",88,4,4,1
"2178",88,4,4,4
"2179",88,4,3,4
"2180",88,7,3,1
"2181",88,7,2,1
"2182",88,4,2,4
"2183",88,1,4,2
"2184",88,2,3,1
"2185",88,1,5,2
"2186",88,7,3,1
"2187",88,5,4,1
"2188",88,2,4,2
"2189",88,4,3,2
"2190",88,1,1,2
"2191",88,2,4,1
"2192",88,1,4,2
"2193",88,1,5,2
"2194",88,1,5,2
"2195",88,7,4,1
"2196",88,1,4,1
"2197",88,7,3,1
"2198",88,4,1,2
"2199",88,2,4,2
"2200",88,3,4,1
"2201",88,2,4,2
"2202",88,6,4,1
"2203",88,2,5,2
"2204",88,1,2,2
"2205",88,2,3,2
"2206",88,7,5,1
"2207",88,6,3,4
"2208",88,7,2,1
"2209",88,5,3,1
"2210",88,1,3,4
"2211",88,5,2,2
"2212",88,7,1,3
"2213",88,3,4,1
"2214",88,3,3,2
"2215",88,4,4,1
"2216",88,4,2,4
"2217",88,1,4,1
"2218",88,7,2,1
"2219",88,4,4,2
"2220",88,7,2,1
"2221",88,7,4,1
"2222",88,6,3,2
"2223",88,3,3,2
"2224",88,2,4,2
"2225",88,1,4,2
"2226",88,3,5,1
"2227",88,3,3,2
"2228",88,2,4,1
"2229",88,4,1,4
"2230",88,7,3,2
"2231",88,2,3,3
"2232",88,4,3,3
"2233",88,1,2,2
"2234",88,5,3,4
"2235",88,2,3,1
"2236",88,1,3,2
"2237",88,1,2,2
"2238",88,2,1,2
"2239",88,6,3,3
"2240",88,1,5,2
"2241",88,2,4,2
"2242",88,7,3,2
"2243",88,4,3,4
"2244",88,3,3,2
"2245",88,3,3,2
"2246",88,6,4,1
"2247",88,3,4,2
"2248",88,2,3,4
"2249",88,1,1,2
"2250",88,2,4,1
"2251",88,1,2,3
"2252",88,2,4,1
"2253",88,5,3,2
"2254",88,3,3,3
"2255",88,1,1,1
"2256",88,7,3,3
"2257",88,2,3,2
"2258",88,1,4,2
"2259",88,2,3,1
"2260",88,2,3,1
"2261",88,3,5,2
"2262",88,6,4,1
"2263",88,2,4,2
"2264",88,4,2,2
"2265",88,2,5,1
"2266",88,1,5,1
"2267",88,7,2,1
"2268",88,3,2,4
"2269",88,1,3,1
"2270",88,2,3,2
"2271",88,1,3,2
"2272",88,4,5,1
"2273",88,1,4,2
"2274",88,1,1,2
"2275",88,1,5,2
"2276",88,4,3,3
"2277",88,4,4,1
"2278",88,7,4,1
"2279",88,7,3,1
"2280",88,2,4,4
"2281",88,4,4,2
"2282",88,2,3,3
"2283",88,5,5,9
"2284",88,1,3,1
"2285",88,4,3,2
"2286",88,2,1,3
"2287",88,7,5,1
"2288",88,6,3,1
"2289",88,1,4,2
"2290",88,3,4,2
"2291",88,2,4,2
"2292",88,3,1,2
"2293",88,1,4,3
"2294",88,4,3,1
"2295",88,7,2,1
"2296",88,2,3,2
"2297",88,4,3,2
"2298",88,3,4,2
"2299",88,5,4,1
"2300",88,2,4,2
"2301",88,4,3,2
"2302",88,3,4,2
"2303",88,2,3,2
"2304",88,4,4,2
"2305",88,3,3,2
"2306",88,3,4,2
"2307",88,1,4,2
"2308",88,3,3,1
"2309",88,1,2,1
"2310",88,2,4,2
"2311",88,4,4,2
"2312",88,4,2,1
"2313",88,1,4,4
"2314",88,1,2,4
"2315",88,1,3,1
"2316",88,7,4,1
"2317",88,1,4,1
"2318",88,1,3,2
"2319",88,2,3,1
"2320",88,1,4,2
"2321",88,7,4,1
"2322",88,4,2,1
"2323",88,2,4,1
"2324",88,7,5,1
"2325",88,1,3,4
"2326",88,7,4,2
"2327",88,7,3,1
"2328",88,4,3,2
"2329",88,2,4,2
"2330",88,7,4,1
"2331",88,7,3,1
"2332",88,1,4,2
"2333",88,5,4,1
"2334",88,5,3,2
"2335",88,1,2,2
"2336",88,2,3,1
"2337",88,1,3,4
"2338",88,1,5,1
"2339",88,4,1,4
"2340",88,6,5,1
"2341",88,3,3,1
"2342",88,4,4,2
"2343",88,7,2,2
"2344",88,1,3,2
"2345",88,4,3,4
"2346",88,2,4,2
"2347",88,1,3,1
"2348",88,1,3,1
"2349",88,1,2,2
"2350",88,6,4,1
"2351",88,1,3,2
"2352",88,7,5,1
"2353",88,4,4,4
"2354",88,3,4,2
"2355",88,2,3,3
"2356",88,2,4,2
"2357",88,2,4,1
"2358",88,1,4,2
"2359",88,3,3,1
"2360",88,7,2,1
"2361",88,4,4,2
"2362",88,2,2,1
"2363",88,6,2,1
"2364",88,7,1,1
"2365",88,2,4,1
"2366",88,7,2,2
"2367",88,4,3,2
"2368",88,2,4,2
"2369",88,1,4,2
"2370",88,3,4,2
"2371",88,1,5,1
"2372",88,7,4,1
"2373",88,1,5,1
"2374",88,1,1,2
"2375",88,1,3,2
"2376",88,2,1,1
"2377",88,3,4,2
"2378",88,2,3,2
"2379",88,7,4,1
"2380",88,2,3,2
"2381",88,3,3,2
"2382",88,2,3,4
"2383",88,3,3,3
"2384",88,4,4,2
"2385",88,1,3,2
"2386",88,7,5,1
"2387",88,1,4,2
"2388",88,7,5,1
"2389",88,4,1,1
"2390",88,3,4,1
"2391",88,7,3,1
"2392",88,2,2,2
"2393",88,2,3,1
"2394",88,1,2,4
"2395",88,1,4,2
"2396",88,4,3,1
"2397",88,1,1,3
"2398",88,1,4,1
"2399",88,7,2,1
